Id,carat,cut,color,clarity,depth,table,price,x,y,z
6075,1.01,Ideal,D,VVS2,61.1,57.0,11057,6.49,6.47,3.96
6076,0.7,Very Good,D,SI1,61.8,55.0,2726,5.73,5.76,3.55
6077,0.32,Premium,G,VS2,61.7,60.0,720,4.4,4.32,2.69
6078,2.0,Ideal,F,SI2,62.0,57.0,17710,8.03,8.1,5.0
6079,0.9,Premium,G,SI2,61.1,58.0,3303,6.18,6.22,3.79
6080,0.52,Very Good,H,VS2,61.4,55.0,1389,5.19,5.24,3.2
6081,0.7,Ideal,F,SI2,61.1,56.0,2183,5.71,5.78,3.51
6082,2.17,Ideal,I,SI1,60.4,56.0,17224,8.36,8.43,5.07
6083,1.5,Very Good,I,VS2,63.3,55.0,9533,7.3,7.26,4.61
6084,0.52,Ideal,E,VS1,61.3,56.0,1726,5.18,5.22,3.19
6085,0.6,Very Good,D,SI1,60.3,58.0,1777,5.44,5.51,3.3
6086,2.01,Good,J,SI1,59.6,61.0,11703,8.08,8.14,4.83
6087,2.07,Premium,I,SI2,60.5,60.0,15055,8.32,8.27,5.02
6088,0.51,Ideal,E,VS2,61.5,58.0,1605,5.12,5.15,3.16
6089,1.23,Premium,F,VVS2,61.6,59.0,11430,6.8,6.9,4.22
6090,1.31,Premium,I,VS1,62.8,57.0,5759,6.98,6.9,4.36
6091,0.3,Ideal,E,VS2,61.8,55.0,658,4.33,4.35,2.68
6092,0.33,Ideal,H,IF,61.6,55.0,820,4.44,4.47,2.74
6093,0.34,Very Good,F,SI2,63.0,58.0,447,4.45,4.47,2.81
6094,0.3,Very Good,I,VVS1,60.5,60.0,552,4.32,4.34,2.62
6095,1.04,Ideal,H,VS2,59.3,57.0,5416,6.64,6.58,3.92
6096,0.32,Premium,I,SI1,61.1,59.0,540,4.42,4.38,2.69
6097,0.9,Very Good,I,SI2,61.5,61.0,3057,6.13,6.16,3.78
6098,0.3,Ideal,D,VS2,61.0,55.0,911,4.36,4.33,2.65
6099,0.36,Premium,G,IF,61.0,59.0,1148,4.6,4.55,2.79
6100,0.42,Ideal,E,VS2,62.2,55.0,958,4.79,4.83,2.99
6101,1.62,Premium,G,VS1,60.7,58.0,14447,7.62,7.54,4.6
6102,0.45,Ideal,I,VS1,61.6,54.0,825,4.95,4.99,3.06
6103,0.41,Premium,J,VS1,61.3,59.0,830,4.78,4.74,2.92
6104,1.14,Ideal,G,VS1,61.4,57.0,8346,6.75,6.81,4.16
6105,0.4,Very Good,H,VS1,61.8,53.0,770,4.76,4.78,2.95
6106,1.01,Good,I,SI1,63.6,55.0,3959,6.39,6.31,4.04
6107,1.37,Very Good,G,VS1,58.3,60.0,10226,7.3,7.35,4.27
6108,1.01,Ideal,E,SI1,62.0,57.0,5235,6.38,6.45,3.98
6109,1.01,Good,H,SI1,60.3,64.0,4320,6.52,6.49,3.92
6110,0.7,Very Good,G,IF,63.0,59.0,3725,5.58,5.62,3.53
6111,0.7,Premium,H,SI1,60.3,55.0,2176,5.8,5.75,3.48
6112,1.01,Very Good,E,VS2,61.1,62.0,6517,6.39,6.5,3.94
6113,1.14,Very Good,D,SI1,62.7,59.0,6464,6.64,6.67,4.17
6114,0.58,Very Good,G,SI1,63.5,56.0,1393,5.34,5.28,3.37
6115,0.58,Premium,E,VS2,61.5,58.0,2535,5.41,5.38,3.32
6116,0.77,Good,H,VVS1,63.1,57.0,3096,5.83,5.86,3.69
6117,0.93,Very Good,E,VS2,61.4,58.0,5616,6.22,6.29,3.84
6118,0.94,Good,I,SI2,63.8,60.0,3079,6.21,6.14,3.94
6119,0.52,Ideal,D,VS2,61.8,55.0,1822,5.16,5.19,3.2
6120,0.33,Ideal,G,VVS1,61.4,55.0,820,4.46,4.48,2.74
6121,1.22,Premium,H,SI1,61.9,56.0,6354,6.89,6.84,4.25
6122,0.91,Premium,H,SI1,60.9,58.0,3475,6.22,6.26,3.8
6123,0.37,Ideal,H,VVS1,62.0,53.0,815,4.63,4.66,2.88
6124,0.9,Very Good,F,SI1,61.6,58.0,4074,6.12,6.26,3.81
6125,1.05,Premium,J,VS2,61.1,58.0,4145,6.56,6.51,3.99
6126,1.5,Very Good,E,VS2,61.7,60.0,13710,7.29,7.34,4.51
6127,1.42,Good,H,SI2,61.8,61.0,7437,7.01,7.09,4.36
6128,1.23,Ideal,E,VVS2,59.9,57.0,13034,6.95,7.03,4.19
6129,0.73,Very Good,D,SI1,60.2,56.0,2768,5.83,5.87,3.52
6130,0.97,Ideal,I,I1,61.6,53.0,2357,6.43,6.4,3.95
6131,0.31,Ideal,F,IF,61.6,56.0,901,4.35,4.38,2.69
6132,0.9,Fair,H,VS2,64.7,58.0,3697,5.98,6.01,3.88
6133,0.4,Ideal,G,VS1,61.3,55.0,877,4.75,4.78,2.92
6134,0.5,Very Good,E,VVS2,61.7,61.0,2083,5.09,5.12,3.15
6135,0.33,Ideal,D,VS2,61.5,56.0,940,4.47,4.5,2.76
6136,0.51,Very Good,J,VS2,58.0,62.0,1008,5.24,5.27,3.05
6137,1.51,Good,E,SI1,63.1,58.0,11460,7.23,7.28,4.58
6138,2.07,Premium,E,SI2,61.4,58.0,13786,8.24,8.19,5.04
6139,1.33,Good,D,SI2,59.0,64.0,6152,7.22,7.12,4.23
6140,0.3,Very Good,G,VS1,62.9,57.0,605,4.28,4.31,2.7
6141,0.58,Fair,F,SI2,64.7,56.0,1088,5.31,5.24,3.41
6142,0.93,Ideal,H,VS1,62.7,54.0,4265,6.25,6.2,3.9
6143,1.01,Fair,H,SI2,64.5,54.0,3167,6.26,6.15,4.0
6144,0.73,Ideal,D,SI2,62.4,56.0,2683,5.74,5.77,3.59
6145,0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64
6146,1.56,Ideal,E,VS2,60.5,57.0,12717,7.56,7.5,4.56
6147,1.2,Premium,H,SI1,62.9,56.0,6129,6.8,6.74,4.26
6148,0.75,Ideal,F,VS2,62.1,57.0,3081,5.8,5.82,3.61
6149,0.33,Premium,G,VVS2,62.8,57.0,965,4.47,4.39,2.78
6150,1.26,Ideal,H,SI1,60.8,57.0,7400,7.01,6.97,4.25
6151,0.3,Premium,H,VVS2,61.5,58.0,605,4.28,4.3,2.64
6152,0.91,Ideal,F,SI2,62.0,57.0,4642,6.15,6.23,3.84
6153,0.54,Ideal,E,SI2,60.7,56.0,1246,5.25,5.3,3.2
6154,1.4,Premium,F,VS1,58.8,61.0,12401,7.35,7.32,4.31
6155,0.32,Ideal,I,VS2,62.0,57.0,449,4.36,4.41,2.72
6156,0.91,Fair,D,VS2,65.1,63.0,4439,6.02,6.0,3.91
6157,1.07,Very Good,I,SI1,58.4,60.0,4001,6.68,6.78,3.93
6158,0.4,Ideal,E,VS2,62.9,55.0,975,4.73,4.72,2.97
6159,2.3,Premium,I,SI2,61.3,58.0,11051,8.53,8.46,5.21
6160,1.21,Ideal,D,SI1,63.0,57.0,7589,6.82,6.76,4.28
6161,0.62,Ideal,G,IF,61.8,56.0,2869,5.43,5.47,3.37
6162,2.5,Premium,H,I1,59.9,60.0,8467,8.75,8.67,5.22
6163,0.4,Ideal,G,VVS1,61.7,55.0,1374,4.73,4.76,2.93
6164,1.56,Premium,G,VS1,60.9,58.0,14268,7.53,7.49,4.57
6165,1.31,Premium,G,VS2,60.3,58.0,9296,7.13,7.1,4.29
6166,0.29,Ideal,E,VS2,60.1,56.0,619,4.3,4.34,2.6
6167,0.57,Very Good,E,VS1,62.9,56.0,1942,5.31,5.35,3.35
6168,1.01,Premium,H,VS2,61.6,59.0,5260,6.41,6.39,3.94
6169,1.01,Ideal,G,SI1,62.6,56.0,5698,6.37,6.41,4.0
6170,0.77,Very Good,F,SI2,59.7,57.0,2334,5.97,6.05,3.59
6171,0.92,Very Good,E,SI1,63.2,58.0,4183,6.18,6.16,3.9
6172,0.43,Premium,E,SI2,61.0,60.0,903,4.94,4.87,2.99
6173,1.33,Ideal,I,SI1,61.6,57.0,7526,7.06,7.1,4.36
6174,0.54,Ideal,D,VVS2,61.6,54.0,2583,5.25,5.27,3.24
6175,1.01,Fair,H,VS1,66.1,55.0,4044,6.28,6.24,4.14
6176,1.16,Ideal,D,VS1,61.2,58.0,10241,6.73,6.76,4.13
6177,0.7,Very Good,F,VVS2,58.7,63.0,3234,5.82,5.79,3.41
6178,0.46,Very Good,F,SI2,61.5,56.0,809,4.98,5.01,3.07
6179,1.7,Premium,E,SI2,59.8,59.0,9596,7.76,7.66,4.61
6180,1.33,Premium,H,SI2,61.0,59.0,5437,7.1,7.06,4.32
6181,0.52,Ideal,G,VS1,61.9,55.5,1803,5.13,5.16,3.18
6182,0.58,Ideal,G,SI2,61.5,55.0,1276,5.38,5.42,3.32
6183,0.52,Very Good,F,VS2,60.4,56.0,1581,5.27,5.29,3.19
6184,1.07,Ideal,E,VVS2,61.3,56.0,10222,6.53,6.6,4.02
6185,1.11,Ideal,G,VS1,62.6,57.0,7758,6.64,6.59,4.14
6186,0.73,Ideal,F,VVS1,61.9,56.0,5154,5.75,5.79,3.57
6187,0.3,Premium,D,VS2,61.7,58.0,710,4.3,4.32,2.66
6188,0.7,Premium,H,SI2,60.2,61.0,2184,5.76,5.66,3.44
6189,1.01,Very Good,E,SI1,62.3,56.0,5339,6.36,6.42,3.98
6190,0.7,Fair,D,SI2,58.1,60.0,2358,5.79,5.82,3.37
6191,0.49,Very Good,H,VVS2,62.3,57.0,1588,5.02,5.05,3.14
6192,1.13,Ideal,F,VS2,61.8,54.0,7756,6.72,6.73,4.15
6193,0.32,Very Good,F,IF,61.7,55.0,921,4.4,4.41,2.72
6194,0.72,Ideal,I,VS2,61.8,55.0,2918,5.75,5.79,3.56
6195,0.7,Good,E,SI2,59.9,57.0,2026,5.75,5.8,3.46
6196,1.59,Premium,E,VS2,62.3,59.0,15249,7.43,7.38,4.61
6197,0.3,Ideal,G,VVS2,61.8,57.0,850,4.31,4.33,2.67
6198,1.23,Ideal,F,VVS2,63.0,55.0,10580,6.89,6.79,4.31
6199,1.01,Very Good,D,SI1,62.9,58.0,5731,6.33,6.38,4.0
6200,0.33,Ideal,D,VS2,61.8,56.0,781,4.4,4.44,2.73
6201,0.32,Ideal,G,SI2,62.5,55.0,421,4.37,4.4,2.74
6202,0.96,Fair,H,I1,60.1,62.0,1808,6.21,6.0,3.68
6203,0.5,Good,G,VVS2,63.4,57.0,1715,5.06,5.1,3.22
6204,0.9,Good,F,SI2,63.2,56.0,3318,6.15,6.2,3.9
6205,1.14,Ideal,E,SI2,62.6,56.0,5005,6.69,6.63,4.17
6206,1.56,Ideal,F,SI2,61.2,55.0,10571,7.47,7.57,4.6
6207,0.4,Premium,G,SI1,61.6,59.0,900,4.72,4.66,2.89
6208,0.41,Premium,J,VVS1,60.1,58.0,994,4.83,4.79,2.89
6209,0.73,Ideal,G,VVS2,61.9,56.0,3183,5.74,5.81,3.61
6210,0.71,Ideal,G,VVS1,61.7,57.0,2982,5.7,5.75,3.53
6211,1.22,Premium,E,SI1,62.6,58.0,7395,6.8,6.78,4.25
6212,0.32,Ideal,G,IF,61.2,57.0,1020,4.43,4.4,2.7
6213,0.71,Premium,I,VS2,62.1,59.0,2294,5.7,5.73,3.55
6214,0.71,Ideal,E,SI1,61.3,55.0,2792,5.72,5.77,3.52
6215,0.91,Premium,E,SI1,62.1,58.0,4256,6.18,6.15,3.83
6216,0.34,Ideal,E,VS2,62.1,54.0,745,4.5,4.52,2.8
6217,1.23,Ideal,G,VVS2,60.8,57.0,10646,6.89,6.92,4.2
6218,1.0,Good,F,SI2,61.8,58.0,4053,6.43,6.48,3.99
6219,2.04,Premium,H,SI2,62.8,57.0,13790,8.13,8.08,5.09
6220,1.02,Ideal,G,SI1,62.4,55.0,5016,6.43,6.48,4.03
6221,1.55,Ideal,D,VS2,60.1,58.0,15845,7.56,7.54,4.54
6222,0.33,Good,G,SI1,63.2,57.0,492,4.39,4.44,2.79
6223,0.4,Good,I,VVS1,63.9,56.0,842,4.64,4.68,2.98
6224,1.06,Ideal,H,SI2,59.4,57.0,4452,6.67,6.63,3.95
6225,1.19,Very Good,G,VS1,59.1,58.0,7989,6.96,7.05,4.14
6226,0.3,Very Good,H,VVS2,63.4,57.0,776,4.24,4.21,2.68
6227,0.53,Ideal,H,VVS1,62.2,56.0,1775,5.16,5.2,3.22
6228,0.56,Very Good,E,VVS2,60.7,57.0,2442,5.31,5.36,3.24
6229,1.02,Premium,F,SI1,62.3,58.0,5301,6.38,6.46,4.0
6230,1.53,Ideal,F,SI1,60.3,57.0,11820,7.52,7.45,4.51
6231,0.53,Ideal,D,VS2,62.3,56.0,1956,5.17,5.14,3.21
6232,1.02,Fair,D,SI1,70.6,57.0,4398,6.08,6.01,4.27
6233,1.23,Ideal,G,VS1,61.2,56.0,9119,6.92,6.98,4.25
6234,0.31,Ideal,F,IF,62.2,54.0,914,4.37,4.41,2.73
6235,0.31,Ideal,H,VS2,62.6,57.0,489,4.34,4.38,2.73
6236,1.0,Good,I,SI1,63.8,58.0,3920,6.32,6.28,4.02
6237,0.71,Premium,G,SI1,58.5,58.0,2215,5.87,5.82,3.42
6238,1.15,Ideal,H,SI2,62.2,57.0,4186,6.68,6.63,4.14
6239,0.7,Good,D,SI2,58.3,60.0,2242,5.81,5.89,3.41
6240,1.5,Very Good,E,SI2,62.1,59.0,9548,7.26,7.33,4.53
6241,0.71,Premium,E,VS2,61.0,60.0,2858,5.76,5.69,3.49
6242,2.6,Fair,G,SI2,64.6,57.0,17027,8.6,8.55,5.54
6243,0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72
6244,0.57,Premium,G,VS2,62.1,57.0,1728,5.3,5.27,3.28
6245,0.75,Ideal,F,SI2,62.6,55.0,2393,5.86,5.81,3.65
6246,0.92,Premium,I,VS2,60.9,58.0,3895,6.28,6.27,3.82
6247,0.34,Ideal,I,SI1,62.3,55.0,589,4.47,4.42,2.77
6248,1.2,Ideal,H,VS1,61.1,58.0,8039,6.84,6.88,4.19
6249,0.3,Premium,G,VS1,60.3,62.0,776,4.33,4.3,2.6
6250,0.34,Very Good,G,VS1,61.2,57.0,701,4.5,4.54,2.76
6251,1.52,Ideal,I,VS2,62.4,55.0,9352,7.35,7.4,4.6
6252,0.37,Premium,G,VS2,61.3,60.0,833,4.63,4.6,2.83
6253,1.16,Premium,H,SI1,62.8,57.0,5702,6.73,6.67,4.21
6254,0.57,Ideal,E,VS2,61.7,56.0,1949,5.36,5.34,3.3
6255,0.51,Very Good,F,VVS2,60.3,55.0,2633,5.22,5.26,3.16
6256,1.01,Premium,F,SI2,60.0,59.0,4497,6.61,6.48,3.93
6257,0.4,Ideal,E,SI1,61.1,56.0,945,4.79,4.77,2.92
6258,1.27,Ideal,G,VS2,61.9,57.0,9489,6.9,6.93,4.28
6259,0.3,Ideal,F,VVS1,61.6,58.0,814,4.27,4.3,2.64
6260,0.34,Premium,G,IF,60.5,58.0,939,4.52,4.47,2.72
6261,1.41,Ideal,H,SI2,62.0,56.0,8030,7.17,7.24,4.47
6262,0.7,Good,F,VS1,63.7,57.0,2441,5.55,5.62,3.56
6263,1.01,Very Good,G,VS2,62.8,58.0,5119,6.35,6.42,4.01
6264,0.36,Ideal,F,SI1,61.5,56.0,600,4.59,4.62,2.83
6265,0.77,Ideal,I,VS1,60.9,57.0,2736,5.92,5.94,3.61
6266,0.74,Very Good,G,SI1,63.5,60.0,2468,5.73,5.68,3.62
6267,0.3,Premium,G,VS2,61.8,60.0,630,4.29,4.25,2.64
6268,0.57,Ideal,H,VS2,61.5,57.0,1759,5.35,5.38,3.3
6269,1.5,Very Good,D,SI1,60.7,62.0,11442,7.3,7.33,4.44
6270,0.56,Ideal,E,VS2,61.5,57.0,1915,5.3,5.27,3.25
6271,1.52,Premium,D,SI2,58.6,62.0,8366,7.56,7.45,4.41
6272,0.6,Ideal,H,SI2,61.9,55.0,1238,5.43,5.46,3.37
6273,1.1,Ideal,G,SI1,62.3,56.0,5226,6.64,6.58,4.12
6274,0.35,Ideal,J,VS1,61.5,56.0,478,4.56,4.58,2.81
6275,0.79,Good,E,SI1,64.1,54.0,2849,5.86,5.84,3.75
6276,0.27,Ideal,I,VVS2,61.6,55.0,480,4.17,4.21,2.58
6277,2.02,Very Good,E,SI1,59.8,59.0,18731,8.11,8.2,4.88
6278,0.4,Good,I,SI1,63.9,57.0,596,4.66,4.7,2.99
6279,0.54,Good,D,SI1,64.1,55.0,1619,5.15,5.11,3.29
6280,0.31,Premium,F,VS2,62.9,59.0,802,4.32,4.27,2.7
6281,0.58,Ideal,F,VS1,61.9,56.0,2227,5.36,5.33,3.31
6282,0.58,Good,E,VVS1,61.9,63.0,2243,5.27,5.33,3.28
6283,1.01,Very Good,F,SI2,63.4,60.0,3563,6.33,6.26,3.99
6284,2.02,Ideal,H,VS2,62.6,57.0,14182,8.01,7.97,5.0
6285,0.79,Premium,E,VS1,62.6,56.0,3583,5.92,5.87,3.69
6286,0.4,Ideal,D,VS1,60.6,56.0,1003,4.78,4.82,2.91
6287,0.36,Ideal,G,IF,62.2,53.0,1029,4.59,4.61,2.86
6288,0.4,Ideal,I,VVS2,62.0,56.0,1240,4.74,4.77,2.95
6289,1.5,Ideal,I,VS2,62.6,57.0,9586,7.26,7.31,4.56
6290,0.32,Ideal,I,VS2,62.0,57.0,576,4.41,4.36,2.72
6291,1.83,Premium,I,SI1,62.9,55.0,11883,7.9,7.78,4.93
6292,1.01,Very Good,F,VS2,61.0,57.0,6073,6.42,6.5,3.94
6293,0.7,Premium,H,SI1,62.2,57.0,2268,5.74,5.71,3.56
6294,0.27,Ideal,G,SI2,62.3,55.0,361,4.14,4.18,2.59
6295,0.4,Ideal,I,IF,62.2,56.0,1050,4.75,4.71,2.94
6296,0.58,Ideal,E,VS2,61.9,56.0,1670,5.34,5.38,3.32
6297,0.3,Ideal,G,SI1,61.2,56.0,487,4.33,4.36,2.65
6298,0.36,Ideal,E,SI1,62.4,55.0,810,4.55,4.52,2.83
6299,1.09,Ideal,I,VS2,61.8,57.0,5904,6.55,6.59,4.06
6300,0.3,Very Good,I,IF,63.3,57.0,810,4.3,4.23,2.7
6301,2.01,Good,I,SI2,56.9,59.0,11312,8.41,8.3,4.74
6302,0.39,Ideal,G,VS2,61.5,57.0,745,4.69,4.74,2.9
6303,0.5,Ideal,H,VVS2,61.6,57.0,1842,5.08,5.14,3.15
6304,1.05,Ideal,G,SI2,59.6,57.0,3299,6.58,6.53,3.91
6305,1.61,Good,H,SI2,63.8,62.0,9169,7.38,7.35,4.7
6306,0.82,Very Good,E,SI1,62.0,60.0,3373,5.96,6.0,3.71
6307,0.25,Premium,E,VS1,60.7,59.0,558,4.13,4.11,2.5
6308,0.41,Ideal,F,SI2,61.1,57.0,703,4.8,4.86,2.95
6309,1.22,Ideal,G,SI2,59.6,56.0,5714,7.05,7.02,4.19
6310,1.01,Ideal,F,SI2,60.0,57.0,4796,6.55,6.51,3.92
6311,0.61,Fair,J,VS2,58.2,56.0,1174,5.74,5.49,3.27
6312,1.06,Premium,G,SI1,62.2,57.0,5113,6.53,6.47,4.04
6313,1.63,Ideal,J,VS1,61.8,56.0,9819,7.53,7.58,4.67
6314,0.72,Ideal,H,SI1,62.2,58.0,2458,5.72,5.76,3.57
6315,0.3,Ideal,E,VS2,62.3,57.0,844,4.3,4.27,2.67
6316,1.74,Premium,I,SI1,58.7,60.0,11020,7.9,7.84,4.62
6317,0.26,Good,F,VS1,63.1,57.0,499,4.04,4.07,2.56
6318,0.41,Very Good,G,VVS2,61.1,55.0,932,4.8,4.82,2.94
6319,1.19,Ideal,H,I1,61.5,57.0,3732,6.83,6.79,4.19
6320,0.25,Ideal,I,VVS1,61.9,55.0,421,4.07,4.1,2.53
6321,0.73,Ideal,I,VS2,61.9,56.0,2426,5.77,5.82,3.59
6322,1.56,Premium,G,VS2,61.9,58.0,13299,7.44,7.4,4.59
6323,0.52,Ideal,F,IF,60.3,57.0,2504,5.23,5.28,3.17
6324,2.02,Premium,G,SI1,61.8,58.0,17579,8.16,8.1,4.94
6325,0.7,Fair,J,VVS1,67.6,54.0,1691,5.56,5.41,3.71
6326,1.09,Ideal,F,VS1,60.6,57.0,8422,6.62,6.64,4.02
6327,0.73,Very Good,F,SI1,61.3,56.0,3023,5.78,5.84,3.56
6328,1.2,Fair,I,I1,62.2,66.0,3011,6.77,6.7,4.2
6329,0.34,Ideal,E,VVS1,61.6,55.0,1030,4.5,4.52,2.78
6330,0.7,Premium,E,SI1,61.9,59.0,2407,5.74,5.66,3.53
6331,1.0,Premium,H,VS2,61.5,61.0,5000,6.45,6.4,3.95
6332,1.26,Good,I,SI2,63.7,58.0,4953,6.84,6.79,4.34
6333,0.7,Ideal,D,SI1,61.7,57.0,3199,5.76,5.73,3.54
6334,0.5,Very Good,D,VS1,62.3,60.0,1804,5.07,5.1,3.17
6335,0.73,Ideal,H,SI1,62.0,55.0,2656,5.76,5.85,3.6
6336,0.7,Fair,F,SI2,65.3,55.0,2075,5.6,5.49,3.62
6337,0.39,Very Good,F,VS2,62.4,58.0,821,4.61,4.65,2.89
6338,0.61,Premium,D,VS2,62.3,55.0,2251,5.47,5.42,3.39
6339,1.57,Ideal,G,VS2,61.7,56.0,14283,7.42,7.49,4.6
6340,0.32,Ideal,F,IF,61.8,54.0,943,4.44,4.46,2.75
6341,2.01,Very Good,H,VS2,63.2,58.0,18507,7.93,8.01,5.04
6342,1.27,Very Good,G,VS2,60.3,59.0,8549,6.97,7.09,4.24
6343,0.3,Ideal,I,VS2,62.1,58.0,389,4.27,4.29,2.66
6344,0.44,Good,F,SI1,63.8,54.0,970,4.85,4.8,3.08
6345,0.5,Good,D,SI1,63.9,56.0,1210,5.02,4.93,3.18
6346,0.42,Very Good,F,SI1,62.3,56.0,788,4.78,4.81,2.99
6347,0.72,Ideal,G,SI2,61.6,54.0,2170,5.78,5.82,3.57
6348,0.43,Premium,G,VVS1,62.0,59.0,1264,4.82,4.8,2.98
6349,1.21,Very Good,J,VS2,61.5,58.0,5211,6.85,6.9,4.23
6350,1.93,Premium,H,VS1,60.5,60.0,16941,7.98,8.06,4.85
6351,0.57,Ideal,E,SI1,62.2,57.0,1613,5.33,5.31,3.31
6352,0.35,Premium,E,VS2,59.5,58.0,984,4.62,4.59,2.74
6353,0.41,Ideal,G,VS1,61.7,57.0,899,4.78,4.81,2.96
6354,1.01,Very Good,G,SI1,63.5,60.0,4672,6.33,6.3,4.01
6355,0.7,Premium,F,VS1,60.7,60.0,2792,5.78,5.75,3.5
6356,2.01,Good,I,SI1,64.1,60.0,10184,7.92,7.88,5.06
6357,0.54,Ideal,G,VVS1,61.9,54.0,2041,5.23,5.25,3.24
6358,0.32,Very Good,G,SI2,62.4,59.0,421,4.35,4.4,2.73
6359,1.08,Very Good,H,SI2,63.0,59.0,4481,6.51,6.54,4.11
6360,0.4,Premium,F,VS2,61.0,58.0,1080,4.79,4.72,2.9
6361,0.41,Ideal,G,IF,61.0,57.0,1431,4.81,4.79,2.93
6362,0.91,Premium,F,SI2,62.1,56.0,3096,6.26,6.21,3.87
6363,0.3,Very Good,G,VVS1,60.7,57.0,691,4.35,4.37,2.65
6364,0.56,Very Good,E,VS1,61.9,57.0,2037,5.29,5.31,3.28
6365,0.61,Very Good,D,VS1,60.9,56.0,2481,5.49,5.51,3.35
6366,2.22,Premium,I,SI1,62.7,58.0,14095,8.33,8.28,5.21
6367,1.03,Good,D,SI1,57.7,62.0,5526,6.63,6.65,3.83
6368,0.9,Premium,G,VS1,62.7,58.0,4661,6.06,6.15,3.83
6369,0.53,Ideal,D,VVS1,61.6,55.0,3097,5.21,5.27,3.23
6370,0.51,Very Good,E,VVS1,59.9,57.0,2501,5.22,5.24,3.14
6371,0.32,Ideal,F,VS2,62.5,56.0,645,4.37,4.4,2.74
6372,0.74,Premium,G,SI2,60.1,58.0,2206,5.89,5.86,3.53
6373,0.33,Very Good,G,VVS1,61.4,60.0,868,4.39,4.44,2.71
6374,0.27,Very Good,E,VVS2,60.5,60.0,544,4.19,4.2,2.54
6375,1.2,Ideal,G,SI2,61.1,57.0,5722,6.83,6.86,4.18
6376,0.3,Ideal,H,VS1,62.9,56.0,675,4.27,4.22,2.67
6377,0.43,Good,F,SI1,63.8,57.0,739,4.8,4.82,3.07
6378,2.0,Premium,J,VS1,63.0,58.0,9296,8.04,7.99,5.05
6379,0.31,Very Good,G,SI2,63.0,57.0,408,4.32,4.35,2.73
6380,1.0,Ideal,D,SI1,62.7,56.0,5755,6.39,6.43,4.02
6381,1.35,Fair,I,SI2,66.5,57.0,4423,6.79,6.74,4.5
6382,0.32,Ideal,E,VS2,61.7,55.0,702,4.36,4.42,2.71
6383,1.16,Premium,G,SI2,62.6,58.0,4969,6.72,6.66,4.19
6384,0.55,Ideal,F,VS1,61.5,56.0,1896,5.26,5.3,3.25
6385,1.22,Very Good,J,VS2,60.8,56.0,5160,6.95,6.91,4.21
6386,1.11,Ideal,I,VS2,61.7,55.0,5506,6.66,6.69,4.12
6387,0.3,Premium,I,VS1,63.0,53.0,608,4.31,4.26,2.7
6388,0.5,Premium,D,VS2,62.1,58.0,1752,5.03,5.08,3.14
6389,0.42,Premium,G,VS2,60.6,59.0,1087,4.85,4.78,2.92
6390,1.3,Very Good,G,VS1,62.5,58.0,10654,6.9,6.95,4.33
6391,0.71,Ideal,I,SI2,61.6,56.0,1947,5.72,5.74,3.53
6392,1.01,Good,F,SI2,64.3,59.0,4197,6.33,6.26,4.05
6393,1.1,Ideal,H,VS2,60.5,57.0,5347,6.73,6.7,4.06
6394,1.74,Ideal,D,SI2,64.5,56.0,12361,7.56,7.54,4.87
6395,1.5,Very Good,G,SI2,63.1,57.0,9282,7.29,7.25,4.59
6396,1.52,Very Good,D,SI2,63.2,58.0,9030,7.31,7.25,4.6
6397,0.44,Ideal,G,SI1,60.9,56.0,1188,4.88,4.94,2.99
6398,0.32,Ideal,I,VS1,62.3,57.0,505,4.37,4.42,2.74
6399,0.27,Ideal,H,VS1,61.6,56.0,480,4.16,4.19,2.57
6400,0.38,Premium,F,SI1,62.0,58.0,838,4.63,4.6,2.86
6401,0.51,Ideal,H,VVS2,60.1,57.0,1611,5.19,5.22,3.12
6402,1.3,Premium,J,SI1,61.5,58.0,5176,7.02,6.97,4.3
6403,1.01,Premium,F,VS2,62.3,58.0,6244,6.34,6.4,3.97
6404,0.31,Premium,F,SI1,60.5,60.0,663,4.39,4.37,2.65
6405,0.31,Very Good,G,VS1,61.9,54.0,640,4.36,4.4,2.71
6406,0.3,Ideal,H,VS1,62.5,56.0,526,4.24,4.27,2.66
6407,1.4,Ideal,H,IF,60.9,57.0,10976,7.22,7.29,4.42
6408,0.3,Ideal,G,VVS2,60.9,57.0,878,4.35,4.32,2.64
6409,0.23,Very Good,D,VVS2,62.2,58.0,530,3.94,3.97,2.46
6410,0.31,Premium,G,VVS2,61.8,58.0,907,4.36,4.32,2.68
6411,2.22,Fair,J,I1,66.7,56.0,5607,8.04,8.02,5.36
6412,1.05,Premium,H,SI1,61.9,58.0,4608,6.45,6.5,4.01
6413,0.53,Ideal,E,VS2,61.5,56.0,1801,5.23,5.18,3.2
6414,0.41,Good,E,SI1,59.5,62.0,760,4.85,4.87,2.89
6415,0.9,Very Good,I,VS2,63.2,56.0,3570,6.15,6.09,3.87
6416,0.53,Ideal,F,SI1,62.6,55.0,1359,5.17,5.22,3.25
6417,0.32,Ideal,H,SI1,61.0,56.0,479,4.4,4.42,2.69
6418,1.03,Premium,E,VS1,59.6,59.0,7677,6.57,6.59,3.92
6419,0.52,Ideal,D,SI1,62.7,56.0,1720,5.17,5.14,3.23
6420,0.41,Ideal,F,VS1,62.0,56.0,1076,4.81,4.77,2.97
